gratio,rhorx,rhory,rhohx,rhohy,rhoratio,sgrain,ortho,ExecTime
1.28,8,28,10,10,1,64,32,1.60196
1.28,8,28,10,10,1,128,16,2.67246
1.28,8,28,10,10,1,128,32,2.19443
1.28,8,28,10,10,2,32,16,1.39618
1.28,8,28,10,10,2,32,32,1.42475
1.28,8,28,10,10,2,64,16,1.5896
1.28,8,28,10,10,2,64,32,1.54501
1.28,8,28,10,10,2,128,16,2.58887
1.28,8,28,10,10,2,128,32,2.11841
1.28,8,28,10,20,0.5,32,16,1.55924
1.28,8,28,10,20,0.5,32,32,1.57534
1.28,8,28,10,20,0.5,64,16,1.74605
1.28,8,28,10,20,0.5,64,32,1.73708
1.28,8,28,10,20,0.5,128,16,2.73448
1.28,8,28,10,20,0.5,128,32,2.26916
1.28,8,28,10,20,1,32,16,1.43411
1.28,8,28,10,20,1,32,32,1.4379
1.28,8,28,10,20,1,64,16,1.62372
1.28,8,28,10,20,1,64,32,1.5983
1.28,8,28,10,20,1,128,16,2.65643
1.28,8,28,10,20,1,128,32,2.18532
1.28,8,28,10,20,2,32,16,1.38852
1.28,8,28,10,20,2,32,32,1.44001
1.28,8,28,10,20,2,64,16,1.59885
1.28,8,28,10,20,2,64,32,1.5602
1.28,8,28,10,20,2,128,16,2.61321
1.28,8,28,10,20,2,128,32,2.09482
1.28,8,28,10,35,0.5,32,16,1.55744
1.28,8,28,10,35,0.5,32,32,1.57372
1.28,8,28,10,35,0.5,64,16,1.75048
1.28,8,28,10,35,0.5,64,32,1.76414
1.28,8,28,10,35,0.5,128,16,2.73021
1.28,8,28,10,35,0.5,128,32,2.23131
1.28,8,28,10,35,1,32,16,1.40878
1.28,8,28,10,35,1,32,32,1.43809
1.28,8,28,10,35,1,64,16,1.5848
1.28,8,28,10,35,1,64,32,1.57945
1.28,8,28,10,35,1,128,16,2.66599
1.28,8,28,10,35,1,128,32,2.16202
1.28,8,28,10,35,2,32,16,1.37872
1.28,8,28,10,35,2,32,32,1.39966
1.28,8,28,10,35,2,64,16,1.57507
1.28,8,28,10,35,2,64,32,1.55463
1.28,8,28,10,35,2,128,16,2.62991
1.28,8,28,10,35,2,128,32,2.13001
1.28,8,28,10,70,0.5,32,16,1.55961
1.28,8,28,10,70,0.5,32,32,1.59727
1.28,8,28,10,70,0.5,64,16,1.77647
1.28,8,28,10,70,0.5,64,32,1.743
1.28,8,28,10,70,0.5,128,16,2.73072
1.28,8,28,10,70,0.5,128,32,2.32416
1.28,8,28,10,70,1,32,16,1.42489
1.28,8,28,10,70,1,32,32,1.43823
1.28,8,28,10,70,1,64,16,1.61752
1.28,8,28,10,70,1,64,32,1.59467
1.28,8,28,10,70,1,128,16,2.6659
1.28,8,28,10,70,1,128,32,2.16252
1.28,8,28,10,70,2,32,16,1.4346
1.28,8,28,10,70,2,32,32,1.44427
1.28,8,28,10,70,2,64,16,1.62832
1.28,8,28,10,70,2,64,32,1.60631
1.28,8,28,10,70,2,128,16,2.61984
1.28,8,28,10,70,2,128,32,2.12037
1.28,8,28,20,10,0.5,32,16,1.54415
1.28,8,28,20,10,0.5,32,32,1.60367
1.28,8,28,20,10,0.5,64,16,1.76714
1.28,8,28,20,10,0.5,64,32,1.73747
1.28,8,28,20,10,0.5,128,16,2.71541
1.28,8,28,20,10,0.5,128,32,2.2452
1.28,8,28,20,10,1,32,16,1.46319
1.28,8,28,20,10,1,32,32,1.45879
1.28,8,28,20,10,1,64,16,1.60569
1.28,8,28,20,10,1,64,32,1.5875
1.28,8,28,20,10,1,128,16,2.64047
1.28,8,28,20,10,1,128,32,2.16996
1.28,8,28,20,10,2,32,16,1.41575
1.28,8,28,20,10,2,32,32,1.41514
1.28,8,28,20,10,2,64,16,1.57915
1.28,8,28,20,10,2,64,32,1.54677
1.28,8,28,20,10,2,128,16,2.60213
1.28,8,28,20,10,2,128,32,2.101
1.28,8,28,20,20,0.5,32,16,1.55478
1.28,8,28,20,20,0.5,32,32,1.61501
1.28,8,28,20,20,0.5,64,16,1.78792
1.28,8,28,20,20,0.5,64,32,1.74278
1.28,8,28,20,20,0.5,128,16,2.71156
1.28,8,28,20,20,0.5,128,32,2.25318
1.28,8,28,20,20,1,32,16,1.44505
1.28,8,28,20,20,1,32,32,1.46249
1.28,8,28,20,20,1,64,16,1.63639
1.28,8,28,20,20,1,64,32,1.58987
1.28,8,28,20,20,1,128,16,2.64711
1.28,8,28,20,20,1,128,32,2.2191
1.28,8,28,20,20,2,32,16,1.39873
1.28,8,28,20,20,2,32,32,1.44743
1.28,8,28,20,20,2,64,16,1.56905
1.28,8,28,20,20,2,64,32,1.56419
1.28,8,28,20,20,2,128,16,2.60234
1.28,8,28,20,20,2,128,32,2.13939
1.28,8,28,20,35,0.5,32,16,1.57565
1.28,8,28,20,35,0.5,32,32,1.63504
1.28,8,28,20,35,0.5,64,16,1.76122
1.28,8,28,20,35,0.5,64,32,1.7678
1.28,8,28,20,35,0.5,128,16,2.73815
1.28,8,28,20,35,0.5,128,32,2.24853
1.28,8,28,20,35,1,32,16,1.42794
1.28,8,28,20,35,1,32,32,1.48509
1.28,8,28,20,35,1,64,16,1.61974
1.28,8,28,20,35,1,64,32,1.5862
1.28,8,28,20,35,1,128,16,2.66785
1.28,8,28,20,35,1,128,32,2.17232
1.28,8,28,20,35,2,32,16,1.44176
1.28,8,28,20,35,2,32,32,1.45102
1.28,8,28,20,35,2,64,16,1.60205
1.28,8,28,20,35,2,64,32,1.61736
1.28,8,28,20,35,2,128,16,2.63071
1.28,8,28,20,35,2,128,32,2.12833
1.28,8,28,20,70,0.5,32,16,1.60533
1.28,8,28,20,70,0.5,32,32,1.62793
1.28,8,28,20,70,0.5,64,16,1.78102
1.28,8,28,20,70,0.5,64,32,1.75219
1.28,8,28,20,70,0.5,128,16,2.75562
1.28,8,28,20,70,0.5,128,32,2.2637
1.28,8,28,20,70,1,32,16,1.50902
1.28,8,28,20,70,1,32,32,1.62012
1.28,8,28,20,70,1,64,16,1.67213
1.28,8,28,20,70,1,64,32,1.63883
1.28,8,28,20,70,1,128,16,2.7214
1.28,8,28,20,70,1,128,32,2.23551
1.28,8,28,20,70,2,32,16,1.5111
1.28,8,28,20,70,2,32,32,1.57333
1.28,8,28,20,70,2,64,16,1.67237
1.28,8,28,20,70,2,64,32,1.66456
1.28,8,28,20,70,2,128,16,2.71229
1.28,8,28,20,70,2,128,32,2.24512
1.28,8,28,35,10,0.5,32,16,1.53671
1.28,8,28,35,10,0.5,32,32,1.58721
1.28,8,28,35,10,0.5,64,16,1.78219
1.28,8,28,35,10,0.5,64,32,1.74246
1.28,8,28,35,10,0.5,128,16,2.7093
1.28,8,28,35,10,0.5,128,32,2.26827
1.28,8,28,35,10,1,32,16,1.45326
1.28,8,28,35,10,1,32,32,1.45651
1.28,8,28,35,10,1,64,16,1.61327
1.28,8,28,35,10,1,64,32,1.57031
1.28,8,28,35,10,1,128,16,2.6765
1.28,8,28,35,10,1,128,32,2.1357
1.28,8,28,35,10,2,32,16,1.38802
1.28,8,28,35,10,2,32,32,1.41818
1.28,8,28,35,10,2,64,16,1.58548
1.28,8,28,35,10,2,64,32,1.54855
1.28,8,28,35,10,2,128,16,2.56845
1.28,8,28,35,10,2,128,32,2.08712
1.28,8,28,35,20,0.5,32,16,1.55394
1.28,8,28,35,20,0.5,32,32,1.60267
1.28,8,28,35,20,0.5,64,16,1.73547
1.28,8,28,35,20,0.5,64,32,1.77527
1.28,8,28,35,20,0.5,128,16,2.73098
1.28,8,28,35,20,0.5,128,32,2.22763
1.28,8,28,35,20,1,32,16,1.42401
1.28,8,28,35,20,1,32,32,1.44778
1.28,8,28,35,20,1,64,16,1.61698
1.28,8,28,35,20,1,64,32,1.59536
1.28,8,28,35,20,1,128,16,2.67673
1.28,8,28,35,20,1,128,32,2.15817
1.28,8,28,35,20,2,32,16,1.41883
1.28,8,28,35,20,2,32,32,1.43954
1.28,8,28,35,20,2,64,16,1.59334
1.28,8,28,35,20,2,64,32,1.57131
1.28,8,28,35,20,2,128,16,2.62112
1.28,8,28,35,20,2,128,32,2.11537
1.28,8,28,35,35,0.5,32,16,1.5903
1.28,8,28,35,35,0.5,32,32,1.64719
1.28,8,28,35,35,0.5,64,16,1.7994
1.28,8,28,35,35,0.5,64,32,1.76308
1.28,8,28,35,35,0.5,128,16,2.77713
1.28,8,28,35,35,0.5,128,32,2.31886
1.28,8,28,35,35,1,32,16,1.50115
1.28,8,28,35,35,1,32,32,1.56379
1.28,8,28,35,35,1,64,16,1.68595
1.28,8,28,35,35,1,64,32,1.67385
1.28,8,28,35,35,1,128,16,2.75807
1.28,8,28,35,35,1,128,32,2.24371
1.28,8,28,35,35,2,32,16,1.48695
1.28,8,28,35,35,2,32,32,1.5209
1.28,8,28,35,35,2,64,16,1.67274
1.28,8,28,35,35,2,64,32,1.65447
1.28,8,28,35,35,2,128,16,2.69295
1.28,8,28,35,35,2,128,32,2.21408
1.28,8,28,35,70,0.5,32,16,1.98638
1.28,8,28,35,70,0.5,32,32,2.07754
1.28,8,28,35,70,0.5,64,16,2.15561
1.28,8,28,35,70,0.5,64,32,2.14917
1.28,8,28,35,70,0.5,128,16,3.19829
1.28,8,28,35,70,0.5,128,32,2.75542
1.28,8,28,35,70,1,32,16,2.03253
1.28,8,28,35,70,1,32,32,2.06014
1.28,8,28,35,70,1,64,16,2.22272
1.28,8,28,35,70,1,64,32,2.18561
1.28,8,28,35,70,1,128,16,3.23593
1.28,8,28,35,70,1,128,32,2.82747
1.28,8,28,35,70,2,32,16,1.9942
1.28,8,28,35,70,2,32,32,2.06203
1.28,8,28,35,70,2,64,16,2.16894
1.28,8,28,35,70,2,64,32,2.14233
1.28,8,28,35,70,2,128,16,3.23899
1.28,8,28,35,70,2,128,32,2.71792
1.28,8,28,70,10,0.5,32,16,1.56142
1.28,8,28,70,10,0.5,32,32,1.60269
1.28,8,28,70,10,0.5,64,16,1.75773
1.28,8,28,70,10,0.5,64,32,1.74745
1.28,8,28,70,10,0.5,128,16,2.72953
1.28,8,28,70,10,0.5,128,32,2.24911
1.28,8,28,70,10,1,32,16,1.40801
1.28,8,28,70,10,1,32,32,1.46293
1.28,8,28,70,10,1,64,16,1.62198
1.28,8,28,70,10,1,64,32,1.57883
1.28,8,28,70,10,1,128,16,2.63218
1.28,8,28,70,10,1,128,32,2.15408
1.28,8,28,70,10,2,32,16,1.41374
1.28,8,28,70,10,2,32,32,1.44246
1.28,8,28,70,10,2,64,16,1.59789
1.28,8,28,70,10,2,64,32,1.57197
1.28,8,28,70,10,2,128,16,2.62263
1.28,8,28,70,10,2,128,32,2.11152
1.28,8,28,70,20,0.5,32,16,1.65027
1.28,8,28,70,20,0.5,32,32,1.69004
1.28,8,28,70,20,0.5,64,16,1.8474
1.28,8,28,70,20,0.5,64,32,1.84714
1.28,8,28,70,20,0.5,128,16,2.81099
1.28,8,28,70,20,0.5,128,32,2.34389
1.28,8,28,70,20,1,32,16,1.54434
1.28,8,28,70,20,1,32,32,1.59276
1.28,8,28,70,20,1,64,16,1.72489
1.28,8,28,70,20,1,64,32,1.72275
1.28,8,28,70,20,1,128,16,2.7693
1.28,8,28,70,20,1,128,32,2.2892
1.28,8,28,70,20,2,32,16,1.53493
1.28,8,28,70,20,2,32,32,1.53445
1.28,8,28,70,20,2,64,16,1.71488
1.28,8,28,70,20,2,64,32,1.71099
1.28,8,28,70,20,2,128,16,2.71783
1.28,8,28,70,20,2,128,32,2.23802
1.28,8,28,70,35,0.5,32,16,2.25818
1.28,8,28,70,35,0.5,32,32,2.31625
1.28,8,28,70,35,0.5,64,16,2.47146
1.28,8,28,70,35,0.5,64,32,2.48593
1.28,8,28,70,35,0.5,128,16,3.43628
1.28,8,28,70,35,0.5,128,32,3.06347
1.28,8,28,70,35,1,32,16,2.25486
1.28,8,28,70,35,1,32,32,2.31386
1.28,8,28,70,35,1,64,16,2.50168
1.28,8,28,70,35,1,64,32,2.39989
1.28,8,28,70,35,1,128,16,3.47306
1.28,8,28,70,35,1,128,32,3.01576
1.28,8,28,70,35,2,32,16,2.27083
1.28,8,28,70,35,2,32,32,2.32554
1.28,8,28,70,35,2,64,16,2.44092
1.28,8,28,70,35,2,64,32,2.38579
1.28,8,28,70,35,2,128,16,3.45349
1.28,8,28,70,35,2,128,32,2.98449
1.28,8,28,70,70,0.5,32,16,2.47821
1.28,8,28,70,70,0.5,32,32,2.51342
1.28,8,28,70,70,0.5,64,16,2.64948
1.28,8,28,70,70,0.5,64,32,2.6547
1.28,8,28,70,70,0.5,128,16,3.63691
1.28,8,28,70,70,0.5,128,32,3.16565
1.28,8,28,70,70,1,32,16,2.83514
1.28,8,28,70,70,1,32,32,2.89693
1.28,8,28,70,70,1,64,16,3.035
1.28,8,28,70,70,1,64,32,3.06944
1.28,8,28,70,70,1,128,16,4.08671
1.28,8,28,70,70,1,128,32,3.65357
1.28,8,28,70,70,2,32,16,2.92041
1.28,8,28,70,70,2,32,32,3.01925
1.28,8,28,70,70,2,64,16,3.08991
1.28,8,28,70,70,2,64,32,3.07845
1.28,8,28,70,70,2,128,16,4.12672
1.28,8,28,70,70,2,128,32,3.66687
1.28,8,56,10,10,0.5,32,16,1.63221
1.28,8,56,10,10,0.5,32,32,1.67307
1.28,8,56,10,10,0.5,64,16,1.83285
1.28,8,56,10,10,0.5,64,32,1.78846
1.28,8,56,10,10,0.5,128,16,2.839
1.28,8,56,10,10,0.5,128,32,2.34737
1.28,8,56,10,10,1,32,16,1.65358
1.28,8,56,10,10,1,32,32,1.65229
1.28,8,56,10,10,1,64,16,1.80603
1.28,8,56,10,10,1,64,32,1.77112
1.28,8,56,10,10,1,128,16,2.85498
1.28,8,56,10,10,1,128,32,2.40141
1.28,8,56,10,10,2,32,16,1.56636
1.28,8,56,10,10,2,32,32,1.59407
1.28,8,56,10,10,2,64,16,1.74805
1.28,8,56,10,10,2,64,32,1.73789
1.28,8,56,10,10,2,128,16,2.76272
1.28,8,56,10,10,2,128,32,2.31361
1.28,8,56,10,20,0.5,32,16,1.66903
1.28,8,56,10,20,0.5,32,32,1.68225
1.28,8,56,10,20,0.5,64,16,1.78014
1.28,8,56,10,20,0.5,64,32,1.79582
1.28,8,56,10,20,0.5,128,16,2.8202
1.28,8,56,10,20,0.5,128,32,2.33479
1.28,8,56,10,20,1,32,16,1.64203
1.28,8,56,10,20,1,32,32,1.67105
1.28,8,56,10,20,1,64,16,1.77227
1.28,8,56,10,20,1,64,32,1.75975
1.28,8,56,10,20,1,128,16,2.80899
1.28,8,56,10,20,1,128,32,2.30731
1.28,8,56,10,20,2,32,16,1.55651
1.28,8,56,10,20,2,32,32,1.60435
1.28,8,56,10,20,2,64,16,1.70708
1.28,8,56,10,20,2,64,32,1.7121
1.28,8,56,10,20,2,128,16,2.73696
1.28,8,56,10,20,2,128,32,2.27258
1.28,8,56,10,35,0.5,32,16,1.65701
1.28,8,56,10,35,0.5,32,32,1.64245
1.28,8,56,10,35,0.5,64,16,1.85131
1.28,8,56,10,35,0.5,64,32,1.77656
1.28,8,56,10,35,0.5,128,16,2.81295
1.28,8,56,10,35,0.5,128,32,2.33315
1.28,8,56,10,35,1,32,16,1.63037
1.28,8,56,10,35,1,32,32,1.6374
1.28,8,56,10,35,1,64,16,1.78212
1.28,8,56,10,35,1,64,32,1.77617
1.28,8,56,10,35,1,128,16,2.83916
1.28,8,56,10,35,1,128,32,2.34755
1.28,8,56,10,35,2,32,16,1.53353
1.28,8,56,10,35,2,32,32,1.60457
1.28,8,56,10,35,2,64,16,1.7281
1.28,8,56,10,35,2,64,32,1.70988
1.28,8,56,10,35,2,128,16,2.74476
1.28,8,56,10,35,2,128,32,2.26821
1.28,8,56,10,70,0.5,32,16,1.6754
1.28,8,56,10,70,0.5,32,32,1.68706
1.28,8,56,10,70,0.5,64,16,1.83808
1.28,8,56,10,70,0.5,64,32,1.79044
1.28,8,56,10,70,0.5,128,16,2.82689
1.28,8,56,10,70,0.5,128,32,2.29414
1.28,8,56,10,70,1,32,16,1.6363
1.28,8,56,10,70,1,32,32,1.67062
1.28,8,56,10,70,1,64,16,1.85827
1.28,8,56,10,70,1,64,32,1.78648
1.28,8,56,10,70,1,128,16,2.84824
1.28,8,56,10,70,1,128,32,2.36535
1.28,8,56,10,70,2,32,16,1.61074
1.28,8,56,10,70,2,32,32,1.62875
1.28,8,56,10,70,2,64,16,1.76343
1.28,8,56,10,70,2,64,32,1.76737
1.28,8,56,10,70,2,128,16,2.80562
1.28,8,56,10,70,2,128,32,2.32347
1.28,8,56,20,10,0.5,32,16,1.66524
1.28,8,56,20,10,0.5,32,32,1.66259
1.28,8,56,20,10,0.5,64,16,1.8156
1.28,8,56,20,10,0.5,64,32,1.82888
1.28,8,56,20,10,0.5,128,16,2.80304
1.28,8,56,20,10,0.5,128,32,2.33824
1.28,8,56,20,10,1,32,16,1.63547
1.28,8,56,20,10,1,32,32,1.65402
1.28,8,56,20,10,1,64,16,1.79777
1.28,8,56,20,10,1,64,32,1.76518
1.28,8,56,20,10,1,128,16,2.84943
1.28,8,56,20,10,1,128,32,2.36698
1.28,8,56,20,10,2,32,16,1.52187
1.28,8,56,20,10,2,32,32,1.57417
1.28,8,56,20,10,2,64,16,1.7097
1.28,8,56,20,10,2,64,32,1.73072
1.28,8,56,20,10,2,128,16,2.74017
1.28,8,56,20,10,2,128,32,2.25239
1.28,8,56,20,20,0.5,32,16,1.67037
1.28,8,56,20,20,0.5,32,32,1.71058
1.28,8,56,20,20,0.5,64,16,1.82144
1.28,8,56,20,20,0.5,64,32,1.82152
1.28,8,56,20,20,0.5,128,16,2.84698
1.28,8,56,20,20,0.5,128,32,2.33266
1.28,8,56,20,20,1,32,16,1.6045
1.28,8,56,20,20,1,32,32,1.64269
1.28,8,56,20,20,1,64,16,1.83026
1.28,8,56,20,20,1,64,32,1.76569
1.28,8,56,20,20,1,128,16,2.80119
1.28,8,56,20,20,1,128,32,2.36588
1.28,8,56,20,20,2,32,16,1.56592
1.28,8,56,20,20,2,32,32,1.57842
1.28,8,56,20,20,2,64,16,1.71809
1.28,8,56,20,20,2,64,32,1.73519
1.28,8,56,20,20,2,128,16,2.76389
1.28,8,56,20,20,2,128,32,2.28407
1.28,8,56,20,35,0.5,32,16,1.65046
1.28,8,56,20,35,0.5,32,32,1.65794
1.28,8,56,20,35,0.5,64,16,1.86622
1.28,8,56,20,35,0.5,64,32,1.81487
1.28,8,56,20,35,0.5,128,16,2.79816
1.28,8,56,20,35,0.5,128,32,2.3655
1.28,8,56,20,35,1,32,16,1.65465
1.28,8,56,20,35,1,32,32,1.69378
1.28,8,56,20,35,1,64,16,1.84643
1.28,8,56,20,35,1,64,32,1.8446
1.28,8,56,20,35,1,128,16,2.88792
1.28,8,56,20,35,1,128,32,2.36214
1.28,8,56,20,35,2,32,16,1.62798
1.28,8,56,20,35,2,32,32,1.67172
1.28,8,56,20,35,2,64,16,1.79751
1.28,8,56,20,35,2,64,32,1.80721
1.28,8,56,20,35,2,128,16,2.85876
1.28,8,56,20,35,2,128,32,2.34857
1.28,8,56,20,70,0.5,32,16,1.80503
1.28,8,56,20,70,0.5,32,32,1.84097
1.28,8,56,20,70,0.5,64,16,1.95313
1.28,8,56,20,70,0.5,64,32,1.94203
1.28,8,56,20,70,0.5,128,16,2.96958
1.28,8,56,20,70,0.5,128,32,2.52811
1.28,8,56,20,70,1,32,16,1.82346
1.28,8,56,20,70,1,32,32,1.85618
1.28,8,56,20,70,1,64,16,1.9671
1.28,8,56,20,70,1,64,32,1.93955
1.28,8,56,20,70,1,128,16,3.00879
1.28,8,56,20,70,1,128,32,2.58659
1.28,8,56,20,70,2,32,16,1.79107
1.28,8,56,20,70,2,32,32,1.84602
1.28,8,56,20,70,2,64,16,1.97339
1.28,8,56,20,70,2,64,32,1.9292
1.28,8,56,20,70,2,128,16,2.99913
1.28,8,56,20,70,2,128,32,2.53464
1.28,8,56,35,10,0.5,32,16,1.64646
1.28,8,56,35,10,0.5,32,32,1.71594
1.28,8,56,35,10,0.5,64,16,1.81865
1.28,8,56,35,10,0.5,64,32,1.82754
1.28,8,56,35,10,0.5,128,16,2.8233
1.28,8,56,35,10,0.5,128,32,2.35088
1.28,8,56,35,10,1,32,16,1.64429
1.28,8,56,35,10,1,32,32,1.67872
1.28,8,56,35,10,1,64,16,1.81905
1.28,8,56,35,10,1,64,32,1.7632
1.28,8,56,35,10,1,128,16,2.79288
1.28,8,56,35,10,1,128,32,2.39071
1.28,8,56,35,10,2,32,16,1.55141
1.28,8,56,35,10,2,32,32,1.58295
1.28,8,56,35,10,2,64,16,1.7267
1.28,8,56,35,10,2,64,32,1.71062
1.28,8,56,35,10,2,128,16,2.75431
1.28,8,56,35,10,2,128,32,2.25015
1.28,8,56,35,20,0.5,32,16,1.63735
1.28,8,56,35,20,0.5,32,32,1.69144
1.28,8,56,35,20,0.5,64,16,1.84992
1.28,8,56,35,20,0.5,64,32,1.82604
1.28,8,56,35,20,0.5,128,16,2.77894
1.28,8,56,35,20,0.5,128,32,2.33541
1.28,8,56,35,20,1,32,16,1.65605
1.28,8,56,35,20,1,32,32,1.66335
1.28,8,56,35,20,1,64,16,1.84291
1.28,8,56,35,20,1,64,32,1.83382
1.28,8,56,35,20,1,128,16,2.86852
1.28,8,56,35,20,1,128,32,2.39199
1.28,8,56,35,20,2,32,16,1.64309
1.28,8,56,35,20,2,32,32,1.67645
1.28,8,56,35,20,2,64,16,1.8074
1.28,8,56,35,20,2,64,32,1.80571
1.28,8,56,35,20,2,128,16,2.79264
1.28,8,56,35,20,2,128,32,2.39723
1.28,8,56,35,35,0.5,32,16,1.85564
1.28,8,56,35,35,0.5,32,32,1.92777
1.28,8,56,35,35,0.5,64,16,2.01651
1.28,8,56,35,35,0.5,64,32,1.99312
1.28,8,56,35,35,0.5,128,16,3.07917
1.28,8,56,35,35,0.5,128,32,2.58067
1.28,8,56,35,35,1,32,16,1.83979
1.28,8,56,35,35,1,32,32,1.92572
1.28,8,56,35,35,1,64,16,2.03927
1.28,8,56,35,35,1,64,32,2.02128
1.28,8,56,35,35,1,128,16,3.01158
1.28,8,56,35,35,1,128,32,2.57794
1.28,8,56,35,35,2,32,16,1.78139
1.28,8,56,35,35,2,32,32,1.83491
1.28,8,56,35,35,2,64,16,1.96827
1.28,8,56,35,35,2,64,32,1.9465
1.28,8,56,35,35,2,128,16,3.02143
1.28,8,56,35,35,2,128,32,2.50961
1.28,8,56,35,70,0.5,32,16,2.13266
1.28,8,56,35,70,0.5,32,32,2.14886
1.28,8,56,35,70,0.5,64,16,2.29241
1.28,8,56,35,70,0.5,64,32,2.22681
1.28,8,56,35,70,0.5,128,16,3.26562
1.28,8,56,35,70,0.5,128,32,2.80437
1.28,8,56,35,70,1,32,16,2.2866
1.28,8,56,35,70,1,32,32,2.36347
1.28,8,56,35,70,1,64,16,2.42314
1.28,8,56,35,70,1,64,32,2.45592
1.28,8,56,35,70,1,128,16,3.47352
1.28,8,56,35,70,1,128,32,2.97938
1.28,8,56,35,70,2,32,16,2.23021
1.28,8,56,35,70,2,32,32,2.31549
1.28,8,56,35,70,2,64,16,2.40807
1.28,8,56,35,70,2,64,32,2.40078
1.28,8,56,35,70,2,128,16,3.41051
1.28,8,56,35,70,2,128,32,2.96084
1.28,8,56,70,10,0.5,32,16,1.63946
1.28,8,56,70,10,0.5,32,32,1.71705
1.28,8,56,70,10,0.5,64,16,1.81886
1.28,8,56,70,10,0.5,64,32,1.77621
1.28,8,56,70,10,0.5,128,16,2.80645
1.28,8,56,70,10,0.5,128,32,2.3436
1.28,8,56,70,10,1,32,16,1.64603
1.28,8,56,70,10,1,32,32,1.69335
1.28,8,56,70,10,1,64,16,1.84734
1.28,8,56,70,10,1,64,32,1.77269
1.28,8,56,70,10,1,128,16,2.84165
1.28,8,56,70,10,1,128,32,2.35976
1.28,8,56,70,10,2,32,16,1.59682
1.28,8,56,70,10,2,32,32,1.65757
1.28,8,56,70,10,2,64,16,1.80753
1.28,8,56,70,10,2,64,32,1.77366
1.28,8,56,70,10,2,128,16,2.84046
1.28,8,56,70,10,2,128,32,2.36634
1.28,8,56,70,20,0.5,32,16,2.03649
1.28,8,56,70,20,0.5,32,32,2.03644
1.28,8,56,70,20,0.5,64,16,2.21503
1.28,8,56,70,20,0.5,64,32,2.17571
1.28,8,56,70,20,0.5,128,16,3.22549
1.28,8,56,70,20,0.5,128,32,2.76495
1.28,8,56,70,20,1,32,16,1.9116
1.28,8,56,70,20,1,32,32,1.93867
1.28,8,56,70,20,1,64,16,2.07862
1.28,8,56,70,20,1,64,32,2.06866
1.28,8,56,70,20,1,128,16,3.12792
1.28,8,56,70,20,1,128,32,2.63715
1.28,8,56,70,20,2,32,16,1.86656
1.28,8,56,70,20,2,32,32,1.92952
1.28,8,56,70,20,2,64,16,2.10082
1.28,8,56,70,20,2,64,32,2.03296
1.28,8,56,70,20,2,128,16,3.09992
1.28,8,56,70,20,2,128,32,2.61779
1.28,8,56,70,35,0.5,32,16,2.37065
1.28,8,56,70,35,0.5,32,32,2.40221
1.28,8,56,70,35,0.5,64,16,2.54456
1.28,8,56,70,35,0.5,64,32,2.51461
1.28,8,56,70,35,0.5,128,16,3.53173
1.28,8,56,70,35,0.5,128,32,3.16697
1.28,8,56,70,35,1,32,16,2.54271
1.28,8,56,70,35,1,32,32,2.58806
1.28,8,56,70,35,1,64,16,2.71378
1.28,8,56,70,35,1,64,32,2.69664
1.28,8,56,70,35,1,128,16,3.73926
1.28,8,56,70,35,1,128,32,3.28579
1.28,8,56,70,35,2,32,16,2.51279
1.28,8,56,70,35,2,32,32,2.62547
1.28,8,56,70,35,2,64,16,2.66939
1.28,8,56,70,35,2,64,32,2.67226
1.28,8,56,70,35,2,128,16,3.7201
1.28,8,56,70,35,2,128,32,3.22386
1.28,8,56,70,70,0.5,32,16,2.6044
1.28,8,56,70,70,0.5,32,32,2.68866
1.28,8,56,70,70,0.5,64,16,2.82018
1.28,8,56,70,70,0.5,64,32,2.76132
1.28,8,56,70,70,0.5,128,16,3.80408
1.28,8,56,70,70,0.5,128,32,3.32901
1.28,8,56,70,70,1,32,16,3.07171
1.28,8,56,70,70,1,32,32,3.10349
1.28,8,56,70,70,1,64,16,3.29237
1.28,8,56,70,70,1,64,32,3.18793
1.28,8,56,70,70,1,128,16,4.14734
1.28,8,56,70,70,1,128,32,3.75589
1.28,8,56,70,70,2,32,16,3.133
1.28,8,56,70,70,2,32,32,3.17393
1.28,8,56,70,70,2,64,16,3.25895
1.28,8,56,70,70,2,64,32,3.23556
1.28,8,56,70,70,2,128,16,4.34124
1.28,8,56,70,70,2,128,32,3.80625
1.28,16,8,10,10,0.5,32,16,1.58016
1.28,16,8,10,10,0.5,32,32,1.60297
1.28,16,8,10,10,0.5,64,16,1.76728
1.28,16,8,10,10,0.5,64,32,1.72322
1.28,16,8,10,10,0.5,128,16,2.72849
1.28,16,8,10,10,0.5,128,32,2.25646
1.28,16,8,10,10,1,32,16,1.41961
1.28,16,8,10,10,1,32,32,1.4644
1.28,16,8,10,10,1,64,16,1.6498
1.28,16,8,10,10,1,64,32,1.59326
1.28,16,8,10,10,1,128,16,2.68642
1.28,16,8,10,10,1,128,32,2.20011
1.28,16,8,10,10,2,32,16,1.392
1.28,16,8,10,10,2,32,32,1.42787
1.28,16,8,10,10,2,64,16,1.58593
1.28,16,8,10,10,2,64,32,1.57113
1.28,16,8,10,10,2,128,16,2.60227
1.28,16,8,10,10,2,128,32,2.11419
1.28,16,8,10,20,0.5,32,16,1.56758
1.28,16,8,10,20,0.5,32,32,1.61424
1.28,16,8,10,20,0.5,64,16,1.77938
1.28,16,8,10,20,0.5,64,32,1.76164
